codReceita,txtDescricaoReceita
1112500101000000001201002,PAT - Imposto sobre a Propriedade Predial e Territorial Urbana
1112500101000000001201003,PISN - Imposto sobre a Propriedade Predial e Territorial Urbana
1112500101000000001209000,TOTAL DEDUÇÕES PARCELAMENTO IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA
1112500101000000001209001,Deduções PPI - Imposto sobre a Propriedade Predial e Territorial Urbana
1112500101000000001209002,Deduções PAT - Imposto sobre a Propriedade Predial e Territorial Urbana
1112500101000000001209003,Deduções PISN - Imposto sobre a Propriedade Predial e Territorial Urbana
1112500101990000000000000,"IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA- PL REFORMA TRIBUTÁRIA
"
1112500101990000001100000,"IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA-  PL REFORMA TRIBUTÁRIA
"
1112500101990000001101000,"Imposto sobre a Propriedade Predial e Territorial Urbana- PL Reforma tributária
"
1112500102000000000000000,AUTOS DE INFRAÇÃO DE IPTU- OBRIGAÇÕES ACESSÓRIAS
1112500102000000001100000,AUTOS DE INFRAÇÃO DE IPTU- OBRIGAÇÕES ACESSÓRIAS
1112500102000000001101000,Autos de Infração de IPTU- Obrigações acessórias
1112500102000000001109000,TOTAL DE DEDUÇÃO AUTOS DE INFRAÇÃO DE IPTU- OBRIGAÇÕES ACESSÓRIAS
1112500102000000001109001,Dedução Autos de Infração de IPTU- Obrigações acessórias
1112500200000000000000000,IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - MULTAS E JUROS
1112500201000000000000000,IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - MULTAS E JUROS
1112500201000000001100000,IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - MULTAS E JUROS
1112500201000000001101000,Imposto sobre a Propriedade Predial e Territorial Urbana - Multas e Juros
1112500201000000001109000,TOTAL DE DEDUÇÕES IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - MULTAS E JUROS
1112500201000000001109001,Deduções do Imposto sobre a Propriedade Predial e Territorial Urbana - Multas e Juros
1112500201000000001200000,PARCELAMENTO IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - MULTAS E JUROS
1112500201000000001201000,TOTAL PARCELAMENTO IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - MULTAS E JUROS
1112500201000000001201001,PPI - Imposto sobre a Propriedade Predial e Territorial Urbana - Multas e Juros
1112500201000000001201002,PAT - Imposto sobre a Propriedade Predial e Territorial Urbana - Multas e Juros
1112500201000000001201003,PISN - Imposto sobre a Propriedade Predial e Territorial Urbana - Multas e Juros
1112500201000000001209000,TOTAL DEDUÇÕES PARCELAMENTO IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - MULTAS E JURO
1112500201000000001209001,Deduções PPI - Imposto sobre a Propriedade Predial e Territorial Urbana - Multas e Juros
1112500201000000001209002,Deduções PAT - Imposto sobre a Propriedade Predial e Territorial Urbana - Multas e Juros
1112500201000000001209003,Deduções PISN - Imposto sobre a Propriedade Predial e Territorial Urbana - Multas e Juros
1112500202000000000000000,AUTOS DE INFRAÇÃO DE IPTU- OBRIGAÇÕES ACESSÓRIAS -MULTAS E JUROS
1112500202000000001100000,AUTOS DE INFRAÇÃO DE IPTU- OBRIGAÇÕES ACESSÓRIAS -MULTAS E JUROS
1112500202000000001101000,Autos de Infração de IPTU- Obrigações acessórias- Multas e Juros
1112500202000000001109000,TOTAL DEDUÇÃO AUTOS DE INFRAÇÃO DE IPTU- OBRIG. ACES. -MULTAS E JUROS
1112500202000000001109001,Dedução Autos de Infração de IPTU- Obrig. acessórias- Multas e Juros
1112500300000000000000000,IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - DÍVIDA ATIVA
1112500301000000000000000,IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - DÍVIDA ATIVA
1112500301000000001100000,IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - DÍVIDA ATIVA
1112500301000000001101000,Imposto sobre a Propriedade Predial e Territorial Urbana - Dívida Ativa
1112500301000000001109000,TOTAL DEDUÇÕES IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - DÍVIDA ATIVA
1112500301000000001109001,Deduções Imposto sobre a Propriedade Predial e Territorial Urbana - Dívida Ativa
1112500301000000001200000,PARCELAMENTO IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - DÍVIDA ATIVA
1112500301000000001201000,TOTAL PARCELAMENTO IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - DÍVIDA ATIVA
1112500301000000001201001,PPI - Imposto sobre a Propriedade Predial e Territorial Urbana - Dívida Ativa
1112500301000000001201002,PAT - Imposto sobre a Propriedade Predial e Territorial Urbana - Dívida Ativa
1112500301000000001201006,PEQ - Imposto sobre a Propriedade Predial e Territorial Urbana - Dívida Ativa
1112500301000000001201008,"TDM - Imposto sobre a Propriedade Predial e Territorial Urbana - Dívida Ativa
"
1112500301000000001209000,TOTAL DEDUÇÕES PARCELAMENTO IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - DÍVIDA ATIVA
1112500301000000001209001,Deduções PPI - Imposto sobre a Propriedade Predial e Territorial Urbana - Dívida Ativa
1112500301000000001209002,Deduções PAT - Imposto sobre a Propriedade Predial e Territorial Urbana - Dívida Ativa
1112500301000000001209006,PEQ - Deduções Imposto sobre a Propriedade Predial e Territorial Urbana - Dívida Ativa
1112500302000000000000000,"AUTOS DE INFRAÇÃO DE IPTU-OBRIGAÇÕES ACESSÓRIAS-DIVIDA ATIVA
"
1112500302000000001100000,"AUTOS DE INFRAÇÃO DE IPTU-OBRIGAÇÕES ACESSÓRIAS-DIVIDA ATIVA
"
1112500302000000001101000,"Autos de Infração de IPTU-Obrigações acessórias-Divida Ativa
"
1112500302000000001109000,"TOTAL DE DEDUÇÃO AUTOS DE INFRAÇÃO DE IPTU-OBRIGAÇÕES ACESSÓRIAS-DIVIDA ATIVA
"
1112500302000000001109001,"Dedução Autos de Infração de IPTU-Obrigações acessórias-Divida Ativa
"
1112500400000000000000000,IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - DÍVIDA ATIVA - MULTAS E JUROS
1112500401000000000000000,IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - DÍVIDA ATIVA - MULTAS E JUROS
1112500401000000001100000,IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - DÍVIDA ATIVA - MULTAS E JUROS
1112500401000000001101000,Imposto sobre a Propriedade Predial e Territorial Urbana - Dívida Ativa - Multas e Juros
1112500401000000001109000,TOTAL DEDUÇÕES IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - DÍVIDA ATIVA - MULTAS E JU
1112500401000000001109001,Deduções Imposto sobre a Propriedade Predial e Territorial Urbana - Dívida Ativa - Multas e Juros
1112500401000000001200000,PARCELAMENTO IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - DÍVIDA ATIVA - MULTAS E JURO
1112500401000000001201000,TOTAL PARCELAMENTO IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - DÍVIDA ATIVA - MULTAS 
1112500401000000001201001,PPI - Imposto sobre a Propriedade Predial e Territorial Urbana - Dívida Ativa - Multas e Juros
1112500401000000001201002,PAT - Imposto sobre a Propriedade Predial e Territorial Urbana - Dívida Ativa - Multas e Juros
1112500401000000001201003,PISN - Imposto sobre a Propriedade Predial e Territorial Urbana - Dívida Ativa - Multas e Juros
1112500401000000001201006,PEQ - Imposto sobre a Propriedade Predial e Territorial Urbana - Dívida Ativa - Multas e Juros
1112500401000000001201008,TDM - Imposto sobre a Propriedade Predial e Territorial Urbana - Dívida Ativa - Multas e Juros 
1112500401000000001209000,TOTAL DEDUÇÕES PARCELAMENTO IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - DÍVIDA ATIVA 
1112500401000000001209001,Deduções PPI - Imposto sobre a Propriedade Predial e Territorial Urbana - Dívida Ativa - Multas e Ju
1112500401000000001209002,Deduções PAT - Imposto sobre a Propriedade Predial e Territorial Urbana - Dívida Ativa - Multas e Ju
1112500401000000001209003,Deduções PISN - Imposto sobre a Propriedade Predial e Territorial Urbana - Dívida Ativa - Multas e J
1112500401000000001209006,PEQ - Deduções Imposto sobre a Propriedade Predial e Territorial Urbana - Dívida Ativa - Multas e Ju
1112500402000000000000000,"AUTOS DE INFRAÇÃO DE IPTU-OBRIGAÇÕES ACESSÓRIAS-DIVIDA ATIVA-MULTAS E JUROS
"
1112500402000000001100000,"AUTOS DE INFRAÇÃO DE IPTU-OBRIGAÇÕES ACESSÓRIAS-DIVIDA ATIVA-MULTAS E JUROS
"
1112500402000000001101000,"Autos de Infração de IPTU-Obrigações acessórias-Divida Ativa-Multas e Juros
"
1112500402000000001109000,"TOTAL DEDUÇÃO AUTOS DE INFRAÇÃO DE IPTU-OBRIG. ACES.-DIVIDA ATIVA -MULTAS E JUROS
"
1112500402000000001109001,"Dedução Autos de Infração de IPTU-Obrig. acessórias-Divida Ativa-Multas e Juros
"
1112510000000000000000000,IMPOSTO SOBRE A PROPRIEDADE DE VEÍCULOS AUTOMOTORES
1112520000000000000000000,"IMPOSTO SOBRE TRANSMISSÃO CAUSA MORTIS"" E DOAÇÃO DE BENS E DIREITOS"""
1112530000000000000000000,"IMPOSTO SOBRE TRANSMISSÃO INTER VIVOS"" DE BENS IMÓVEIS E DE DIREITOS REAIS SOBRE IMÓVEIS"""
1112530100000000000000000,"IMPOSTO SOBRE TRANSMISSÃO INTER VIVOS DE BENS IMÓVEIS E DE DIREITOS REAIS SOBRE IMÓVEIS - PRINCIPAL"""
1112530101000000000000000,"IMPOSTO SOBRE TRANSMISSÃO INTER VIVOS DE BENS IMÓVEIS E DE DIREITOS REAIS SOBRE IMÓVEIS"""""
1112530101000000001100000,"IMPOSTO SOBRE TRANSMISSÃO INTER VIVOS DE BENS IMÓVEIS E DE DIREITOS REAIS SOBRE IMÓVEIS"""""
1112530101000000001101000,"Imposto sobre Transmissão Inter Vivos de Bens Imóveis e de Direitos Reais sobre Imóveis"""""
1112530101000000001109000,TOTAL DEDUÇÕES IMPOSTO SOBRE TRANSMISSÃO INTER VIVOS DE BENS IMÓVEIS E DE DIREITOS REAIS SOBRE IMÓVE
1112530101000000001109001,"Deduções Imposto sobre Transmissão Inter Vivos de Bens Imóveis e de Direitos Reais sobre Imóveis"""""
1112530101000000001200000,PARCELAMENTO IMPOSTO SOBRE TRANSMISSÃO INTER VIVOS DE BENS IMÓVEIS E DE DIREITOS REAIS SOBRE IMÓVEIS
1112530101000000001201000,TOTAL PARCELAMENTO IMPOSTO SOBRE TRANSMISSÃO INTER VIVOS DE BENS IMÓVEIS E DE DIREITOS REAIS SOBRE I
1112530101000000001201001,"PPI - Imposto sobre Transmissão Inter Vivos de Bens Imóveis e de Direitos Reais sobre Imóveis"""""
1112530101000000001201002,"PAT - Imposto sobre Transmissão Inter Vivos de Bens Imóveis e de Direitos Reais sobre Imóveis"""""
1112530101000000001201003,"PISN - Imposto sobre Transmissão Inter Vivos de Bens Imóveis e de Direitos Reais sobre Imóveis"""""
1112530101000000001201007,"PIME - Imposto sobre Transmissão Inter Vivos de Bens Imóveis e de Direitos Reais sobre Imóveis"""
1112530101000000001209000,TOTAL DEDUÇÕES RECEITA DE PARCELAMENTO IMPOSTO SOBRE TRANSMISSÃO INTER VIVOS DE BENS IMÓVEIS E DE DI
1112530101000000001209001,Deduções PPI - Imposto sobre Transmissão Inter Vivos de Bens Imóveis e de Direitos Reais sobre Imóve
1112530101000000001209002,Deduções PAT - Imposto sobre Transmissão Inter Vivos de Bens Imóveis e de Direitos Reais sobre Imóve
1112530101000000001209003,Deduções PISN - Imposto sobre Transmissão Inter Vivos de Bens Imóveis e de Direitos Reais sobre Imóv
1112530101000000001209007,Deduções PIME - Imposto sobre Transmissão Inter Vivos de Bens Imóveis e de Direitos Reais sobre Imóv
1112530200000000000000000,IMPOSTO SOBRE TRANSMISSÃO INTER VIVOS DE BENS IMÓVEIS E DE DIREITOS REAIS SOBRE IMÓVEIS - MULTAS E J
1112530201000000000000000,IMPOSTO SOBRE TRANSMISSÃO INTER VIVOS DE BENS IMÓVEIS E DE DIREITOS REAIS SOBRE IMÓVEIS - MULTAS E J
1112530201000000001100000,IMPOSTO SOBRE TRANSMISSÃO INTER VIVOS DE BENS IMÓVEIS E DE DIREITOS REAIS SOBRE IMÓVEIS - MULTAS E J
1112530201000000001101000,Imposto sobre Transmissão Inter Vivos de Bens Imóveis e de Direitos Reais sobre Imóveis - Multas e J
1112530201000000001109000,TOTAL DEDUÇÕES IMPOSTO SOBRE TRANSMISSÃO INTER VIVOS DE BENS IMÓVEIS E DE DIREITOS REAIS SOBRE IMÓVE
1112530201000000001109001,Deduções Imposto sobre Transmissão Inter Vivos de Bens Imóveis e de Direitos Reais sobre Imóveis - M
1112530201000000001200000,PARCELAMENTO IMPOSTO SOBRE TRANSMISSÃO INTER VIVOS DE BENS IMÓVEIS E DE DIREITOS REAIS SOBRE IMÓVEIS
1112530201000000001201000,TOTAL PARCELAMENTO IMPOSTO SOBRE TRANSMISSÃO INTER VIVOS DE BENS IMÓVEIS E DE DIREITOS REAIS SOBRE I
1112530201000000001201001,PPI - Imposto sobre Transmissão Inter Vivos de Bens Imóveis e de Direitos Reais sobre Imóveis - Mult
1112530201000000001201002,PAT - Imposto sobre Transmissão Inter Vivos de Bens Imóveis e de Direitos Reais sobre Imóveis - Mult
1112530201000000001201003,PISN - Imposto sobre Transmissão Inter Vivos de Bens Imóveis e de Direitos Reais sobre Imóveis . Mul
1112530201000000001201007,PIME - Imposto sobre Transmissão Inter Vivos de Bens Imóveis e de Direitos Reais sobre Imóveis - Mul
1112530201000000001209000,TOTAL DEDUÇÕES RECEITA DE PARCELAMENTO IMPOSTO SOBRE TRANSMISSÃO INTER VIVOS DE BENS IMÓVEIS E DE DI
1112530201000000001209001,Deduções PPI - Imposto sobre Transmissão Inter Vivos de Bens Imóveis e de Direitos Reais sobre Imóve
1112530201000000001209002,Deduções PAT - Imposto sobre Transmissão Inter Vivos de Bens Imóveis e de Direitos Reais sobre Imóve
1112530201000000001209003,Deduções PISN - Imposto sobre Transmissão Inter Vivos de Bens Imóveis e de Direitos Reais sobre Imóv
1112530201000000001209007,Deduções PIME - Imposto sobre Transmissão Inter Vivos de Bens Imóveis e de Direitos Reais sobre Imóv
1112530300000000000000000,IMPOSTO SOBRE TRANSMISSÃO INTER VIVOS DE BENS IMÓVEIS E DE DIREITOS REAIS SOBRE IMÓVEIS - DÍVIDA ATI
1112530301000000000000000,IMPOSTO SOBRE TRANSMISSÃO INTER VIVOS DE BENS IMÓVEIS E DE DIREITOS REAIS SOBRE IMÓVEIS - DÍVIDA ATI
1112530301000000001100000,IMPOSTO SOBRE TRANSMISSÃO INTER VIVOS DE BENS IMÓVEIS E DE DIREITOS REAIS SOBRE IMÓVEIS - DÍVIDA ATI
1112530301000000001101000,Imposto sobre Transmissão Inter Vivos de Bens Imóveis e de Direitos Reais sobre Imóveis - Dívida Ati
1112530301000000001109000,TOTAL DEDUÇÕES IMPOSTO SOBRE TRANSMISSÃO INTER VIVOS DE BENS IMÓVEIS E DE DIREITOS REAIS SOBRE IMÓVE
1112530301000000001109001,Deduções Imposto sobre Transmissão Inter Vivos de Bens Imóveis e de Direitos Reais sobre Imóveis - D
1112530301000000001200000,PARCELAMENTO IMPOSTO SOBRE TRANSMISSÃO INTER VIVOS DE BENS IMÓVEIS E DE DIREITOS REAIS SOBRE IMÓVEIS
1112530301000000001201000,TOTAL PARCELAMENTO IMPOSTO SOBRE TRANSMISSÃO INTER VIVOS DE BENS IMÓVEIS E DE DIREITOS REAIS SOBRE I
1112530301000000001201001,PPI - Imposto sobre Transmissão Inter Vivos de Bens Imóveis e de Direitos Reais sobre Imóveis - Dívi
1112530301000000001201002,PAT - Imposto sobre Transmissão Inter Vivos de Bens Imóveis e de Direitos Reais sobre Imóveis - Dívi
1112530301000000001201006,PEQ - Imposto sobre Transmissão Inter Vivos de Bens Imóveis e de Direitos Reais sobre Imóveis - Dívi
1112530301000000001201007,PIME - Imposto sobre Transmissão Inter Vivos de Bens Imóveis e de Direitos Reais sobre Imóveis - Dív
1112530301000000001209000,TOTAL DEDUÇÕES PARCELAMENTO IMPOSTO SOBRE TRANSMISSÃO INTER VIVOS DE BENS IMÓVEIS E DE DIREITOS REAI
1112530301000000001209001,Deduções PPI - Imposto sobre Transmissão Inter Vivos de Bens Imóveis e de Direitos Reais sobre Imóve
1112530301000000001209006,PEQ - Deduções Imposto sobre Transmissão Inter Vivos de Bens Imóveis e de Direitos Reais sobre Imóve
1112530301000000001209007,Deduções PIME - Imposto sobre Transmissão Inter Vivos de Bens Imóveis e de Direitos Reais sobre Imóv
1112530400000000000000000,IMPOSTO SOBRE TRANSMISSÃO INTER VIVOS DE BENS IMÓVEIS E DE DIREITOS REAIS SOBRE IMÓVEIS - DÍVIDA ATI
1112530401000000000000000,IMPOSTO SOBRE TRANSMISSÃO INTER VIVOS DE BENS IMÓVEIS E DE DIREITOS REAIS SOBRE IMÓVEIS - DÍVIDA ATI
1112530401000000001100000,IMPOSTO SOBRE TRANSMISSÃO INTER VIVOS DE BENS IMÓVEIS E DE DIREITOS REAIS SOBRE IMÓVEIS - DÍVIDA ATI
1112530401000000001101000,Imposto sobre Transmissão Inter Vivos de Bens Imóveis e de Direitos Reais sobre Imóveis - Dívida Ati
1112530401000000001109000,TOTAL DEDUÇÕES IMPOSTO SOBRE TRANSMISSÃO INTER VIVOS DE BENS IMÓVEIS E DE DIREITOS REAIS SOBRE IMÓVE
1112530401000000001109001,Deduções Imposto sobre Transmissão Inter Vivos de Bens Imóveis e de Direitos Reais sobre Imóveis - D
1112530401000000001200000,PARCELAMENTO IMPOSTO SOBRE TRANSMISSÃO INTER VIVOS DE BENS IMÓVEIS E DE DIREITOS REAIS SOBRE IMÓVEIS
1112530401000000001201000,TOTAL PARCELAMENTO IMPOSTO SOBRE TRANSMISSÃO INTER VIVOS DE BENS IMÓVEIS E DE DIREITOS REAIS SOBRE I
1112530401000000001201001,PPI - Imposto sobre Transmissão Inter Vivos de Bens Imóveis e de Direitos Reais sobre Imóveis - Dívi
1112530401000000001201002,PAT - Imposto sobre Transmissão Inter Vivos de Bens Imóveis e de Direitos Reais sobre Imóveis - Dívi
1112530401000000001201006,PEQ - Imposto sobre Transmissão Inter Vivos de Bens Imóveis e de Direitos Reais sobre Imóveis - Dívi
1112530401000000001201007,PIME - Imposto sobre Transmissão Inter Vivos de Bens Imóveis e de Direitos Reais sobre Imóveis - Dív
1112530401000000001209000,TOTAL DEDUÇÕES PARCELAMENTO IMPOSTO SOBRE TRANSMISSÃO INTER VIVOS DE BENS IMÓVEIS E DE DIREITOS REAI
1112530401000000001209001,Deduções PPI - Imposto sobre Transmissão Inter Vivos de Bens Imóveis e de Direitos Reais sobre Imóve
1112530401000000001209006,PEQ - Deduções Imposto sobre Transmissão Inter Vivos de Bens Imóveis e de Direitos Reais sobre Imóve
1112530401000000001209007,Deduções PIME - Imposto sobre Transmissão Inter Vivos de Bens Imóveis e de Direitos Reais sobre Imóv
1113000000000000000000000,IMPOSTOS SOBRE A RENDA E PROVENTOS DE QUALQUER NATUREZA
1113010000000000000000000,IMPOSTO SOBRE A RENDA DE PESSOA FÍSICA - IRPF
1113011000000000000000000,IMPOSTO SOBRE A RENDA DE PESSOA FÍSICA - IRPF
1113020000000000000000000,IMPOSTO SOBRE A RENDA DE PESSOA JURÍDICA - IRPJ - LÍQUIDA DE INCENTIVOS
1113021000000000000000000,IMPOSTO SOBRE A RENDA DE PESSOA JURÍDICA - IRPJ - LÍQUIDA DE INCENTIVOS
1113030000000000000000000,IMPOSTO SOBRE A RENDA - RETIDO NA FONTE
1113031000000000000000000,IMPOSTO SOBRE A RENDA - RETIDO NA FONTE - TRABALHO
1113031100000000000000000,IMPOSTO SOBRE A RENDA - RETIDO NA FONTE - TRABALHO - PRINCIPAL
1113031101000000000000000,IMPOSTO SOBRE A RENDA - RETIDO NA FONTE - TRABALHO - PRINCIPAL - PF
1113031101000000001100000,IMPOSTO SOBRE A RENDA - RETIDO NA FONTE - TRABALHO - PF
1113031101000000001101000,Imposto sobre a Renda - Retido na Fonte - Trabalho  - PF
1113031101000000001109000,TOTAL DEDUÇÕES DO IMPOSTO SOBRE A RENDA - RETIDO NA FONTE - TRABALHO - PF
1113031101000000001109001,Deduções do Imposto sobre a Renda - Retido na Fonte - Trabalho - PF
1113031102000000000000000,"IMPOSTO SOBRE A RENDA - RETIDO NA FONTE - TRABALHO - PF - FOLHA DE PAGAMENTO
"
1113031102000000001100000,"IMPOSTO SOBRE A RENDA - RETIDO NA FONTE - TRABALHO - PF - FOLHA DE PAGAMENTO
"
1113031102000000001101000,"Imposto sobre a Renda - Retido na Fonte - Trabalho - PF - Folha de Pagamento
"
1113031102000000001109000,"TOTAL DEDUÇÕES DO IMPOSTO SOBRE A RENDA - RETIDO NA FONTE - TRABALHO - PF - FOLHA DE PAGAMENTO
"
1113031102000000001109001,"Deduções do Imposto sobre a Renda - Retido na Fonte - Trabalho - PF - Folha de Pagamento
"
1113031200000000000000000,IMPOSTO SOBRE A RENDA - RETIDO NA FONTE - TRABALHO - MULTAS E JUROS
1113031201000000000000000,IMPOSTO SOBRE A RENDA - RETIDO NA FONTE - TRABALHO - PF - MULTAS E JUROS
1113031201000000001100000,IMPOSTO SOBRE A RENDA - RETIDO NA FONTE - TRABALHO - PF - MULTAS E JUROS
1113031201000000001101000,Imposto sobre a Renda - Retido na Fonte - Trabalho - PF - Multas e Juros
1113031201000000001109000,TOTAL DE DEDUÇÕES DO IMPOSTO SOBRE A RENDA - RETIDO NA FONTE - TRABALHO - PF - MULTAS E JUROS
1113031201000000001109001,Deduções do Imposto sobre a Renda - Retido na Fonte - Trabalho - PF - Multas e Juros
1113031202000000000000000,"IMPOSTO SOBRE A RENDA - RETIDO NA FONTE - TRABALHO - PF - FOLHA DE PAGAMENTO - MULTAS E JUROS
"
1113031202000000001100000,"IMPOSTO SOBRE A RENDA - RETIDO NA FONTE - TRABALHO - PF  - FOLHA DE PAGAMENTO - MULTAS E JUROS
"
1113031202000000001101000,"Imposto sobre a Renda - Retido na Fonte - Trabalho - PF - Folha de Pagamento - Multas e Juros
"
1113031202000000001109000,TOTAL DE DEDUÇÕES DO IMPOSTO SOBRE A RENDA - RETIDO NA FONTE - TRABALHO - PF  - FOLHA DE PAGAMENTO -
1113031202000000001109001,Deduções do Imposto sobre a Renda - Retido na Fonte - Trabalho - PF - Folha de Pagamento - Multas e 
1113032000000000000000000,IMPOSTO SOBRE A RENDA - RETIDO NA FONTE - CAPITAL
1113032100000000000000000,IMPOSTO SOBRE A RENDA - RETIDO NA FONTE - CAPITAL - PRINCIPAL
1113032101000000000000000,IMPOSTO SOBRE A RENDA - RETIDO NA FONTE - CAPITAL - PRINCIPAL - PF
1113032101000000001100000,IMPOSTO SOBRE A RENDA - RETIDO NA FONTE - CAPITAL - PRINCIPAL - PF
1113032101000000001101000,Imposto sobre a Renda - Retido na Fonte - Capital - PF
1113032101000000001109000,TOTAL DEDUÇÕES DO IMPOSTO SOBRE A RENDA - RETIDO NA FONTE - CAPITAL - PF
1113032101000000001109001,Deduções do Imposto sobre a Renda - Retido na Fonte - Capital - PF
1113033000000000000000000,IMPOSTO SOBRE A RENDA - RETIDO NA FONTE - REMESSA AO EXTERIOR
1113033100000000000000000,IMPOSTO SOBRE A RENDA - RETIDO NA FONTE - REMESSA AO EXTERIOR - PRINCIPAL
1113033101000000000000000,IMPOSTO SOBRE A RENDA - RETIDO NA FONTE - REMESSA AO EXTERIOR - PRINCIPAL - PF
1113033101000000001100000,IMPOSTO SOBRE A RENDA - RETIDO NA FONTE - REMESSA AO EXTERIOR - PF
1113033101000000001101000,Imposto sobre a Renda - Retido na Fonte - Remessa ao Exterior - PF
1113033101000000001109000,TOTAL DE DEDUÇÕES DO IMPOSTO SOBRE A RENDA - RETIDO NA FONTE - REMESSA AO EXTERIOR - PF
1113033101000000001109001,Deduções do Imposto sobre a Renda - Retido na Fonte - Remessa ao Exterior - PF
1113033102000000000000000,IMPOSTO SOBRE A RENDA - RETIDO NA FONTE - REMESSA AO EXTERIOR - PRINCIPAL - PJ
1113033102000000001100000,IMPOSTO SOBRE A RENDA - RETIDO NA FONTE - REMESSA AO EXTERIOR - PJ
1113033102000000001101000,Imposto sobre a Renda - Retido na Fonte - Remessa ao Exterior - PJ
1113033102000000001109000,TOTAL DE DEDUÇÕES DO IMPOSTO SOBRE A RENDA - RETIDO NA FONTE - REMESSA AO EXTERIOR - PJ
1113033102000000001109001,Deduções do Imposto sobre a Renda - Retido na Fonte - Remessa ao Exterior - PJ
1113033200000000000000000,IMPOSTO SOBRE A RENDA - RETIDO NA FONTE - REMESSA AO EXTERIOR - MULTAS E JUROS
1113033201000000000000000,IMPOSTO SOBRE A RENDA - RETIDO NA FONTE - REMESSA AO EXTERIOR - PF - MULTAS E JUROS
1113033201000000001100000,IMPOSTO SOBRE A RENDA - RETIDO NA FONTE - REMESSA AO EXTERIOR - PF - MULTAS E JUROS
